"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"680109","CR-0000089331","0","0","0","0","21-190-1041","False","False","93","7/9/2021 9:39:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"680110","CR-0000089332","0","0","0","0","21-184-0102","False","False","51","7/3/2021 2:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"680111","CR-0000089333","0","1","0","0","21-183-0840","False","False","49","7/2/2021 7:33:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"680164","CR-0000089386","1","0","0","0","21-208-0210","False","False","200","7/27/2021 8:37:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680471","CR-0000089710","0","1","0","0","21-259-0775","False","False","0","9/16/2021 3:40:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","East","West","At","SCOOTER (NO MOTOR) (PEDESTRIAN)"
"680502","CR-0000089745","1","0","0","0","21-264-0399","False","False","0","9/21/2021 9:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680503","CR-0000089746","0","0","0","0","21-264-0735","False","False","","9/21/2021 3:55:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680504","CR-0000089747","0","0","0","0","21-264-1144","False","False","51","9/21/2021 11:13:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680505","CR-0000089748","1","1","0","0","21-264-0557","False","False","22","9/21/2021 12:42:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680506","CR-0000089749","1","0","0","0","21-264-0322","True","False","22","9/21/2021 8:39:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","East Of","NO PARKING SIGN AND POWER POLE"
"680507","CR-0000089750","0","0","0","0","21-264-0983","True","False","0","9/21/2021 8:11:00 PM","No Pedestrians Involved","Dry","Unknown","Dark - Street Light","Violation Driver 1","Unknown","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At",""
"680508","CR-0000089751","1","0","0","0","21-265-0228","False","False","0","9/22/2021 8:11:00 AM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","North","South","At","PEDESTRIAN"
"680509","CR-0000089752","0","0","0","0","21-265-0174","False","False","3556","9/22/2021 7:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of","VTA BUS"
"680510","CR-0000089753","2","2","0","0","21-265-0789","False","False","0","9/22/2021 5:23:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680225","CR-0000089447","0","0","1","0","21-063-0016","False","False","0","3/4/2021 12:09:00 AM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Unknown","Vehicle/Pedestrian","Intersection","Pedestrian","East","West","At","PEDESTRIAN"
"680227","CR-0000089449","0","0","1","0","21-069-0822","False","False","0","3/10/2021 8:39:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Cloudy","Vehicle/Pedestrian","Intersection","Pedestrian","East","West","At","PEDESTRIAN"
"680599","CR-0000089908","0","0","0","0","21-045-4002","False","True","51","2/14/2021 6:40:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680600","CR-0000089909","0","0","0","0","21-045-4000","False","True","","2/13/2021 3:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680601","CR-0000089910","0","0","0","0","21-044-4001","False","True","51","2/13/2021 9:20:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","South","South Of",""
"680602","CR-0000089911","0","0","0","0","21-044-4000","False","True","51","2/13/2021 8:30:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"680603","CR-0000089912","0","0","0","0","21-044-0500","False","True","","2/13/2021 2:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Other","Related","Parked Vehicle","Not Applicable","Not Applicable","Unknown","2 ref. cards
1) (Stolen Car) 21-044-0550
2) 21-044-0484"
"680604","CR-0000089913","0","0","0","0","21-042-4000","False","True","","2/11/2021 10:30:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"680605","CR-0000089914","0","0","0","0","21-040-4002","False","True","","2/9/2021 7:45:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680606","CR-0000089915","0","0","0","0","21-040-4001","False","True","","2/9/2021 2:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680607","CR-0000089916","0","0","0","0","21-040-4000","False","True","51","2/8/2021 10:10:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"680608","CR-0000089917","0","0","0","0","21-038-4001","False","True","","2/7/2021 7:14:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680609","CR-0000089918","0","0","0","0","21-034-4000","False","True","0","2/3/2021 12:25:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680633","CR-0000089942","0","0","0","0","21-011-4001","False","True","51","1/11/2021 10:55:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"680634","CR-0000089943","0","0","0","0","21-011-4003","False","True","0","1/11/2021 12:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680635","CR-0000089944","0","0","0","0","21-014-4003","False","True","51","1/12/2021 9:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680636","CR-0000089945","0","0","0","0","21-014-4000","False","True","51","1/14/2021 6:35:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680637","CR-0000089946","0","0","0","0","21-016-4000","False","True","51","1/15/2021 12:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680638","CR-0000089947","0","0","0","0","21-016-4001","False","True","","1/15/2021 5:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"680639","CR-0000089948","0","0","0","0","21-017-4002","False","True","51","1/15/2021 11:10:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680640","CR-0000089949","0","0","0","0","21-017-4000","False","True","","1/16/2021 8:50:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680641","CR-0000089950","0","0","0","0","21-016-4002","False","True","0","1/16/2021 5:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680685","CR-0000090002","0","0","0","0","21-065-4003","False","True","51","3/6/2021 12:05:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680686","CR-0000090003","0","0","0","0","21-049-4001","False","True","","2/18/2021 12:50:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680695","CR-0000090012","0","0","0","0","21-066-4000","False","True","51","3/7/2021 4:09:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680696","CR-0000090013","0","0","0","0","21-064-4001","False","True","","2/27/2021 11:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Sideswipe","Related","Unknown","Not Applicable","Not Applicable","Unknown",""
"680697","CR-0000090014","0","0","0","0","21-063-4001","False","True","","2/27/2021 8:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680698","CR-0000090015","0","0","0","0","21-063-4000","False","True","51","2/24/2021 4:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680699","CR-0000090016","1","0","0","0","21-058-4001","False","True","","2/26/2021 12:40:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680700","CR-0000090017","0","0","0","0","21-058-4002","False","True","0","2/27/2021 1:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680511","CR-0000089754","0","1","0","0","21-265-0518","False","False","0","9/22/2021 1:14:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","East","At","PEDESTRIAN"
"680512","CR-0000089755","0","0","0","0","21-265-0253","False","False","306","9/22/2021 7:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"680513","CR-0000089756","0","1","0","0","21-265-0985","False","False","180","9/22/2021 8:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"680514","CR-0000089757","0","1","0","0","21-265-1000","False","False","0","9/22/2021 8:56:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680515","CR-0000089758","0","0","0","0","21-265-0830","False","False","48","9/22/2021 5:48:00 PM","No Pedestrians Involved","Unknown","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680516","CR-0000089759","0","0","1","0","21-265-0388","False","False","155","9/22/2021 10:40:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680588","CR-0000089849","0","0","0","1","21-223-1131","False","False","0","8/11/2021 11:41:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Motorcycle","Not Applicable","Not Applicable","At",""
"680590","CR-0000089875","0","0","0","1","21-210-0860","False","False","0","7/29/2021 9:05:00 PM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","East","At",""
"680644","CR-0000089955","0","0","0","0","21-180-4000","False","True","51","6/29/2021 11:50:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"680689","CR-0000090004","0","1","0","0","21-262-0074","False","False","30","9/19/2021 12:49:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Related","Bike","Not Applicable","Not Applicable","East Of","BIKE"
